,Account,Compound,Created Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
391,@AltecLoL,0.0,Wed Apr 04 22:47:42 +0000 2018,0.0,1.0,0.0,WE IN MIAMI !! https://t.co/Slqc18DGt1,392
392,@AltecLoL,0.0,Wed Mar 21 19:35:27 +0000 2018,0.0,1.0,0.0,@Hai @Pobelter Why does everyone say that I'm going to have to watch it myself,393
393,@AltecLoL,0.6739,Mon Mar 19 03:57:53 +0000 2018,0.0,0.469,0.531,TeamLiquid 4th place again XD,394
394,@AltecLoL,0.0,Sun Mar 18 20:22:16 +0000 2018,0.0,1.0,0.0,RT @AriaSaki: MILK NUUU ??? https://t.co/hhCfSfqwN1,395
395,@AltecLoL,-0.7247,Tue Mar 06 06:43:22 +0000 2018,0.36,0.64,0.0,@Midfenix @RiotSimoorgh @echofoxgg WTF? I DID ... DO U READ SKYPE ??,396
396,@AltecLoL,-0.264,Sun Mar 04 21:40:55 +0000 2018,0.25,0.604,0.146,sorry about this weekend. not my best performances. I will work harder. thanks for carry team!,397
397,@AltecLoL,0.0,Wed Feb 28 00:33:20 +0000 2018,0.0,1.0,0.0,RT @lolesports: Take a closer look at @AltecLoL and @AdrianMaLOL's Kalista + Tahm Kench combo from @echofoxgg's week six victory against Te…,398
398,@AltecLoL,0.0,Mon Feb 26 00:03:04 +0000 2018,0.0,1.0,0.0,@lolHauntzer Hey,399
399,@AltecLoL,0.765,Sun Feb 25 22:47:22 +0000 2018,0.0,0.645,0.355,GGWP Liquid. Happy about out performance today and will continue to improve towards playoffs,400
400,@AdrianMaLOL,0.741,Sat Apr 14 19:24:21 +0000 2018,0.08,0.66,0.26,"RT @AriaSaki: In times of stress, THANK YOU to my guy friends for treating me so well ??? Most expensive brunch I’ll ever eat... 

On an ev…",401
401,@AdrianMaLOL,0.0,Sat Apr 14 16:33:57 +0000 2018,0.0,1.0,0.0,@tjbrownmusic @tlsinn let me in on this,402
402,@AdrianMaLOL,0.0,Thu Apr 12 01:01:25 +0000 2018,0.0,1.0,0.0,My babies ? #NationalPetDay https://t.co/9aJBu7yBD3,403
403,@AdrianMaLOL,0.4404,Mon Apr 09 20:17:15 +0000 2018,0.0,0.828,0.172,"LEAGUE &amp; CHILL. ?
 
@BigTenNetwork League of Legends Championship. #LoLonBTN #ad
 
@Illini_esports vs. Maryland ? S… https://t.co/QB8Dn2fUIW",404
404,@AdrianMaLOL,0.8883,Sat Apr 07 23:36:12 +0000 2018,0.0,0.462,0.538,"Nice 3-0 time to enjoy Miami, love our Miami edition jerseys! ? https://t.co/TqqhQE4DwF",405
405,@AdrianMaLOL,-0.2263,Fri Apr 06 16:09:55 +0000 2018,0.091,0.909,0.0,"RT @echofoxgg: The moment you've been waiting for.

Check out the Echo Fox Limited Edition Merch NOW. ??

Pre-Order/Purchase ? https://t.co…",406
406,@AdrianMaLOL,0.8442,Mon Apr 02 02:25:31 +0000 2018,0.078,0.58,0.342,"RT @SebPark: Esports wins and losses are nothing compared to what matters at the end of the day - friends, family, and loved ones. My thoug…",407
407,@AdrianMaLOL,0.1877,Mon Apr 02 02:15:52 +0000 2018,0.0,0.852,0.148,"@TLDoublelift I’m here for you man, your never alone in this.",408
408,@AdrianMaLOL,0.0,Mon Apr 02 02:13:02 +0000 2018,0.0,1.0,0.0,"RT @TLDoublelift: Regarding the recent news

Read: https://t.co/vB9IppMCMU",409
409,@AdrianMaLOL,0.0,Wed Mar 28 03:11:17 +0000 2018,0.0,1.0,0.0,@GayleKimberly Can I come,410
410,@AdrianMaLOL,0.0,Tue Mar 27 18:36:52 +0000 2018,0.0,1.0,0.0,@Eidelweiss Ten Thousand?,411
411,@AdrianMaLOL,0.0,Sat Mar 24 05:04:48 +0000 2018,0.0,1.0,0.0,@hanakoalaaa I've settled on McDonanlds on ubereats cus I wanted something fast and decently hot... ?,412
412,@AdrianMaLOL,0.0,Sat Mar 24 05:00:40 +0000 2018,0.0,1.0,0.0,@hanakoalaaa me right now...,413
413,@AdrianMaLOL,0.296,Wed Mar 21 21:34:51 +0000 2018,0.052,0.852,0.096,"RT @echofoxgg: ""We're finally starting to reap the benefits of our hard work."" - @RickFox 

Who else is hyped for Echo Fox history in the m…",414
414,@AdrianMaLOL,0.3818,Mon Mar 19 05:32:51 +0000 2018,0.0,0.729,0.271,@peterzhanglol @ssumday22 @ly_keane ssumday buy ty chan ho,415
415,@AdrianMaLOL,0.0,Sun Mar 18 06:47:57 +0000 2018,0.0,1.0,0.0,RT @AriaSaki: MILK NUUU ??? https://t.co/hhCfSfqwN1,416
416,@AdrianMaLOL,0.0,Sun Mar 18 06:36:14 +0000 2018,0.0,1.0,0.0,@MarcelFeldkamp U got Nabi,417
417,@AdrianMaLOL,0.1007,Sun Mar 18 01:02:43 +0000 2018,0.105,0.773,0.122,"RT @lolesports: With @Cloud9's loss, @echofoxgg secure a bye into the Semifinals and punch their tickets to Miami! #NALCS https://t.co/bnlw…",418
418,@AdrianMaLOL,0.0,Sat Mar 17 02:47:14 +0000 2018,0.0,1.0,0.0,https://t.co/Wsk7gegAxq,419
419,@AdrianMaLOL,0.0,Sat Mar 17 02:45:32 +0000 2018,0.0,1.0,0.0,My babies ? https://t.co/dz5xXIDji7,420
420,@AdrianMaLOL,0.741,Sat Apr 14 19:24:21 +0000 2018,0.08,0.66,0.26,"RT @AriaSaki: In times of stress, THANK YOU to my guy friends for treating me so well ??? Most expensive brunch I’ll ever eat... 

On an ev…",421
421,@AdrianMaLOL,0.0,Sat Apr 14 16:33:57 +0000 2018,0.0,1.0,0.0,@tjbrownmusic @tlsinn let me in on this,422
422,@AdrianMaLOL,0.0,Thu Apr 12 01:01:25 +0000 2018,0.0,1.0,0.0,My babies ? #NationalPetDay https://t.co/9aJBu7yBD3,423
423,@AdrianMaLOL,0.4404,Mon Apr 09 20:17:15 +0000 2018,0.0,0.828,0.172,"LEAGUE &amp; CHILL. ?
 
@BigTenNetwork League of Legends Championship. #LoLonBTN #ad
 
@Illini_esports vs. Maryland ? S… https://t.co/QB8Dn2fUIW",424
424,@AdrianMaLOL,0.8883,Sat Apr 07 23:36:12 +0000 2018,0.0,0.462,0.538,"Nice 3-0 time to enjoy Miami, love our Miami edition jerseys! ? https://t.co/TqqhQE4DwF",425
425,@AdrianMaLOL,-0.2263,Fri Apr 06 16:09:55 +0000 2018,0.091,0.909,0.0,"RT @echofoxgg: The moment you've been waiting for.

Check out the Echo Fox Limited Edition Merch NOW. ??

Pre-Order/Purchase ? https://t.co…",426
426,@AdrianMaLOL,0.8442,Mon Apr 02 02:25:31 +0000 2018,0.078,0.58,0.342,"RT @SebPark: Esports wins and losses are nothing compared to what matters at the end of the day - friends, family, and loved ones. My thoug…",427
427,@AdrianMaLOL,0.1877,Mon Apr 02 02:15:52 +0000 2018,0.0,0.852,0.148,"@TLDoublelift I’m here for you man, your never alone in this.",428
428,@AdrianMaLOL,0.0,Mon Apr 02 02:13:02 +0000 2018,0.0,1.0,0.0,"RT @TLDoublelift: Regarding the recent news

Read: https://t.co/vB9IppMCMU",429
429,@AdrianMaLOL,0.0,Wed Mar 28 03:11:17 +0000 2018,0.0,1.0,0.0,@GayleKimberly Can I come,430
430,@AdrianMaLOL,0.0,Tue Mar 27 18:36:52 +0000 2018,0.0,1.0,0.0,@Eidelweiss Ten Thousand?,431
431,@AdrianMaLOL,0.0,Sat Mar 24 05:04:48 +0000 2018,0.0,1.0,0.0,@hanakoalaaa I've settled on McDonanlds on ubereats cus I wanted something fast and decently hot... ?,432
432,@AdrianMaLOL,0.0,Sat Mar 24 05:00:40 +0000 2018,0.0,1.0,0.0,@hanakoalaaa me right now...,433
433,@AdrianMaLOL,0.296,Wed Mar 21 21:34:51 +0000 2018,0.052,0.852,0.096,"RT @echofoxgg: ""We're finally starting to reap the benefits of our hard work."" - @RickFox 

Who else is hyped for Echo Fox history in the m…",434
434,@AdrianMaLOL,0.3818,Mon Mar 19 05:32:51 +0000 2018,0.0,0.729,0.271,@peterzhanglol @ssumday22 @ly_keane ssumday buy ty chan ho,435
435,@AdrianMaLOL,0.0,Sun Mar 18 06:47:57 +0000 2018,0.0,1.0,0.0,RT @AriaSaki: MILK NUUU ??? https://t.co/hhCfSfqwN1,436
436,@AdrianMaLOL,0.0,Sun Mar 18 06:36:14 +0000 2018,0.0,1.0,0.0,@MarcelFeldkamp U got Nabi,437
437,@AdrianMaLOL,0.1007,Sun Mar 18 01:02:43 +0000 2018,0.105,0.773,0.122,"RT @lolesports: With @Cloud9's loss, @echofoxgg secure a bye into the Semifinals and punch their tickets to Miami! #NALCS https://t.co/bnlw…",438
438,@AdrianMaLOL,0.0,Sat Mar 17 02:47:14 +0000 2018,0.0,1.0,0.0,https://t.co/Wsk7gegAxq,439
439,@AdrianMaLOL,0.0,Sat Mar 17 02:45:32 +0000 2018,0.0,1.0,0.0,My babies ? https://t.co/dz5xXIDji7,440
440,@AdrianMaLOL,0.741,Sat Apr 14 19:24:21 +0000 2018,0.08,0.66,0.26,"RT @AriaSaki: In times of stress, THANK YOU to my guy friends for treating me so well ??? Most expensive brunch I’ll ever eat... 

On an ev…",441
441,@AdrianMaLOL,0.0,Sat Apr 14 16:33:57 +0000 2018,0.0,1.0,0.0,@tjbrownmusic @tlsinn let me in on this,442
442,@AdrianMaLOL,0.0,Thu Apr 12 01:01:25 +0000 2018,0.0,1.0,0.0,My babies ? #NationalPetDay https://t.co/9aJBu7yBD3,443
443,@AdrianMaLOL,0.4404,Mon Apr 09 20:17:15 +0000 2018,0.0,0.828,0.172,"LEAGUE &amp; CHILL. ?
 
@BigTenNetwork League of Legends Championship. #LoLonBTN #ad
 
@Illini_esports vs. Maryland ? S… https://t.co/QB8Dn2fUIW",444
444,@AdrianMaLOL,0.8883,Sat Apr 07 23:36:12 +0000 2018,0.0,0.462,0.538,"Nice 3-0 time to enjoy Miami, love our Miami edition jerseys! ? https://t.co/TqqhQE4DwF",445
445,@AdrianMaLOL,-0.2263,Fri Apr 06 16:09:55 +0000 2018,0.091,0.909,0.0,"RT @echofoxgg: The moment you've been waiting for.

Check out the Echo Fox Limited Edition Merch NOW. ??

Pre-Order/Purchase ? https://t.co…",446
446,@AdrianMaLOL,0.8442,Mon Apr 02 02:25:31 +0000 2018,0.078,0.58,0.342,"RT @SebPark: Esports wins and losses are nothing compared to what matters at the end of the day - friends, family, and loved ones. My thoug…",447
447,@AdrianMaLOL,0.1877,Mon Apr 02 02:15:52 +0000 2018,0.0,0.852,0.148,"@TLDoublelift I’m here for you man, your never alone in this.",448
448,@AdrianMaLOL,0.0,Mon Apr 02 02:13:02 +0000 2018,0.0,1.0,0.0,"RT @TLDoublelift: Regarding the recent news

Read: https://t.co/vB9IppMCMU",449
449,@AdrianMaLOL,0.0,Wed Mar 28 03:11:17 +0000 2018,0.0,1.0,0.0,@GayleKimberly Can I come,450
450,@AdrianMaLOL,0.0,Tue Mar 27 18:36:52 +0000 2018,0.0,1.0,0.0,@Eidelweiss Ten Thousand?,451
451,@AdrianMaLOL,0.0,Sat Mar 24 05:04:48 +0000 2018,0.0,1.0,0.0,@hanakoalaaa I've settled on McDonanlds on ubereats cus I wanted something fast and decently hot... ?,452
452,@AdrianMaLOL,0.0,Sat Mar 24 05:00:40 +0000 2018,0.0,1.0,0.0,@hanakoalaaa me right now...,453
453,@AdrianMaLOL,0.296,Wed Mar 21 21:34:51 +0000 2018,0.052,0.852,0.096,"RT @echofoxgg: ""We're finally starting to reap the benefits of our hard work."" - @RickFox 

Who else is hyped for Echo Fox history in the m…",454
454,@AdrianMaLOL,0.3818,Mon Mar 19 05:32:51 +0000 2018,0.0,0.729,0.271,@peterzhanglol @ssumday22 @ly_keane ssumday buy ty chan ho,455
